Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Cust_Since(yrs),Num_Childrns,AcceptedCmp,Total_amt_spend
5.446907521880541,1.596027122053117,2.450276566674889,0.18715076599769462,0.6927649647165603,-1.9979995054051458,-1.1804866533890626,-1.6408555639559523,0.026893608437842165,0.6623587476323045,-1.1389913994308436,1.6751247471123691,-0.019059434194643364,0.11620960312142499,0.05682945208267595,-0.09351948473521314,0.7484494055393297,0.13644405165891735,-0.414580228995996,0.711709571509895
-3.02663783582998,-1.0785538378620094,-1.3681210327100064,-1.6897688541385638,-0.10714017505602522,0.1126227640221344,-0.52564684777352,-0.7137520318259315,0.38922366789708746,-0.3909674905180569,-0.45649544798468983,0.3318699531509754,0.7358375998137201,-0.4667346986004911,-0.2907183338632032,-0.07813633833397494,0.4133264465629696,-0.35346890996785074,0.13807786668655536,0.31926574058664414
2.3596277851041485,-0.6521880008811956,-0.8806984379075604,0.23279394917760818,-0.36863358989975975,0.6163064518518034,-1.0527192445366202,0.7533711302660016,-1.131450091620256,0.9622760841343772,-0.13649642521739694,-0.5692019470980846,-0.2002569000923142,0.3284374722664861,-0.053659009250593886,-1.339629806515373,-0.1755337601455602,-0.051898352586586885,1.4688556236975696,-0.20189551813510004
-2.885268603654516,-0.9650104562791382,0.8818599388817348,0.26668810254888714,-0.5628955080626385,1.4595263803250813,0.3918162091734042,-0.10308995587533105,-0.5265491658653819,0.19370302601422065,0.014143670317985364,0.3833811565758536,0.27643036583658215,-0.3012079034028015,-0.736248389770415,-0.3338130217979653,0.6069817650571797,0.016602800332883604,-0.1494686792328969,-0.012290094079084558
0.13078972708960465,0.3266474002521374,-0.6460690818482331,0.9894756602228978,0.0987512016703304,1.1147555190278333,1.8882267627952092,-1.3312039846975776,0.18003276666889773,0.9801466975183295,0.28941348072423134,1.069280470936396,-0.319012371873365,-0.6571443280024085,0.7580312872268888,0.3162158018093398,-0.09059879596245059,0.9024172138991019,-0.26394642832003806,-0.25988508997709486
1.172528854917105,0.7912946975156815,-0.1973074644783369,-0.5840838463302255,-0.5070340003991474,0.9109703900879738,-0.11677509096498703,1.0341051519791487,-0.10085530111047479,1.0997249937972755,0.23842452424336835,-0.8115484457764923,-0.3284120585060261,-0.09330066421899987,-0.2539742545814918,-0.45743548630348807,-0.2671141396575551,-0.25688894104570886,-1.1632489211925277,0.7390374772248379
1.2765564283784185,1.4995944398691807,-0.03327376533534549,1.1443085676283873,0.006807802123212037,0.29855711259323336,-1.2282626531851215,-0.18101803729510949,0.39565011123628424,1.4520027512492892,0.2837539237545623,-0.30700681068892843,-0.5367128555074239,0.008257107323475472,0.5081353228209232,-0.7263472866646222,0.6075558305908115,-0.366420310214694,-0.5132630628627873,-0.01384023047212101
-2.404190855308675,0.22591392983980788,1.0276816803451443,0.8876719019904796,-0.47547664322784694,0.6412013493961793,0.22928104700161944,0.742174495765811,-0.5365183974915504,0.1712342783574254,-0.1959582570946697,-0.09125568085561854,0.07873784372798268,-0.4879561119262616,0.5407358931928171,0.4570951989958813,-0.07404129168806713,0.6970503868126299,-0.13808092796310298,-0.05530692712002773
-2.9777278211550344,0.3253615003167832,2.533787501709368,-0.8656604640958605,-0.5585083445606752,-0.4839966295831322,-0.34264906542843404,0.1801231438035643,0.1893103993264596,0.4103336929971962,-0.9742999600622989,-0.00707387373745982,-0.03745267521969308,0.31717007504087324,-0.0612756664345582,-0.5190661396535436,-1.2514231849964361,-0.3561041663270737,0.41193610790981977,0.4041196523278698
-4.633321175943984,-0.13796990239898801,-1.0463090252745966,-0.8293630065631841,0.31458506307877204,-1.4680843611998977,-0.5208981212311486,-0.5553703508435948,-0.8636321689839318,0.19799301036716174,-2.5455171522674807,0.6151622667407814,0.012496551781116355,-0.6539398740133571,-1.2961694283035963,0.5817095955361204,-0.5442112645155871,0.44422977973552463,-0.2954467230808743,1.2331170882408375
